1.3 0:1.3 1:43.771 2:42.48399999999999 3:16188372 4:489500
1.3 0:1.3 1:43.29 2:42.51 3:14334218 4:434200
1.3 0:1.3 1:42.64 2:41.70399999999999 3:9977025 4:308900
1.3 0:1.3 1:42.393 2:41.964 3:12817464 4:395400
1.3 0:1.3 1:42.315 2:41.483 3:14776858 4:460800
1.3 0:1.3 1:42.9 2:41.6 3:10781067 4:331100
1.3 0:1.3 1:42.64 2:41.613 3:8363983 4:259500
1.3 0:1.3 1:42.614 2:41.21 3:17204289 4:538400
1.3 0:1.3 1:41.756 2:41.197 3:13015167 4:409000
1.3 0:1.3 1:42.081 2:41.47 3:10243132 4:318700
1.3 0:1.3 1:42.64 2:41.457 3:13289163 4:409900
1.3 0:1.3 1:42.081 2:41.47 3:11272194 4:352000
1.3 0:1.3 1:41.834 2:41.197 3:16342360 4:513000
1.3 0:1.3 1:42.302 2:41.31399999999999 3:17206868 4:534300
1.3 0:1.3 1:43.745 2:42.224 3:40142442 4:1209900
1.3 0:1.3 1:43.52399999999999 2:42.64 3:17250205 4:520300
1.3 0:1.3 1:42.848 2:42.003 3:11109826 4:340500
1.3 0:1.3 1:42.38 2:41.574 3:8135900 4:252600
1.3 0:1.3 1:42.835 2:41.743 3:6385780 4:197000
1.3 0:1.3 1:42.614 2:41.756 3:5954106 4:184000
1.3 0:1.3 1:42.26300000000001 2:41.6 3:6003283 4:186700
1.3 0:1.3 1:41.834 2:40.989 3:13476793 4:425500
1.3 0:1.3 1:41.6 2:40.456 3:20143844 4:642100
1.3 0:1.3 1:40.56 2:39.52 3:23905703 4:778700
1.3 0:1.3 1:40.404 2:39.884 3:10305911 4:334700
1.3 0:1.3 1:40.677 2:39.988 3:10689576 4:345600
1.3 0:1.3 1:40.339 2:39.65 3:11159435 4:364300
1.3 0:1.3 1:40.287 2:39.546 3:11532071 4:376900
1.3 0:1.3 1:40.56 2:39.65 3:7155928 4:232400
1.3 0:1.3 1:40.261 2:39.325 3:7177784 4:234500
1.3 0:1.3 1:39.676 2:38.844 3:7406032 4:245800
1.3 0:1.3 1:39.52 2:38.22 3:13378030 4:449800
1.3 0:1.3 1:39 2:37.934 3:9525706 4:322100
1.3 0:1.3 1:38.22 2:37.44 3:12539762 4:432218
1.3 0:1.3 1:38.22 2:37.544 3:9712340 4:333600
1.3 0:1.3 1:38.285 2:37.7 3:4676435 4:160600
1.3 0:1.3 1:38.48 2:37.661 3:4917754 4:169000
1.3 0:1.3 1:38.48 2:38.09 3:2756411 4:93700
1.3 0:1.3 1:38.844 2:37.96 3:3990625 4:135100
1.3 0:1.3 1:38.675 2:37.96 3:3033853 4:103100
1.3 0:1.3 1:38.48 2:37.96 3:4354080 4:148100
1.3 0:1.3 1:38.74 2:38.09 3:4651096 4:157200
1.3 0:1.3 1:37.843 2:37.453 3:7642849 4:263700
1.3 0:1.3 1:38.35 2:37.44 3:8296467 4:286300
1.3 0:1.3 1:37.96 2:37.505 3:5273647 4:182100
1.3 0:1.3 1:37.882 2:37.414 3:6491122 4:224300
1.3 0:1.3 1:37.7 2:36.595 3:4612678 4:161300
1.3 0:1.3 1:37.31 2:36.53 3:6372177 4:224300
1.3 0:1.3 1:37.7 2:36.686 3:3522564 4:122600
1.3 0:1.3 1:37.83 2:37.05 3:4655634 4:161400
1.3 0:1.3 1:38.09 2:37.544 3:3536905 4:121500
1.3 0:1.3 1:38.207 2:37.31 3:1992394 4:68900
1.3 0:1.3 1:37.739 2:37.31 3:1772761 4:61300
1.3 0:1.3 1:37.96 2:37.544 3:3076345 4:106000
1.3 0:1.3 1:37.7 2:36.894 3:3927214 4:137400
